participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.treatment,player.gender,player.age,player.nationality,player.education,player.field_of_work,player.political_party,player.bzsg_1,player.bzsg_2,player.bzsg_3,player.bzsg_4,player.bzsg_5,player.bzsg_6,player.bzsg_7,player.bzsg_8,player.redistribution_1,player.redistribution_2,player.redistribution_3,player.redistribution_4,player.undefined_question_1,player.undefined_question_2,player.undefined_question_3,player.undefined_question_4,player.zsg_question_1,player.zsg_question_2,player.zsg_question_3,player.zsg_question_4,player.nzsg_question_1,player.nzsg_question_2,player.nzsg_question_3,player.nzsg_question_4,player.feedback,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
46,48so4lfx,,0,1,16,inequality_research_survey,WelcomePage,2019-12-02 21:30:15.294070+00:00,1,,,0,46,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
47,25e0rvxc,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 13:03:02.262326+00:00,1,,,0,47,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ganz toll,0,1,2,dys7tayj,,,,,,0
48,8wfta4l9,,0,1,16,inequality_research_survey,WelcomePage,2019-12-03 13:42:00.808407+00:00,1,,,0,48,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
49,iost2e7u,,0,1,16,inequality_research_survey,WelcomePage,2019-12-03 13:44:36.467221+00:00,1,,,0,49,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
50,jc0564mb,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 18:36:44.490030+00:00,1,,,0,50,treatment_2,,,,,,,1,1,1,3,1,1,1,1,4,5,7,7,,,,,,,,,,,,,Eine sehr spannende Studie...gerne mehr davon.,0,1,2,dys7tayj,,,,,,0
51,08y8iux0,,0,1,16,inequality_research_survey,WelcomePage,2019-12-03 19:50:26.456506+00:00,1,,,0,51,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
52,03gm8p4b,,0,0,16,,,,0,,,0,52,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
53,ikgc692c,,0,0,16,,,,0,,,0,53,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
54,gv2hq0jv,,0,0,16,,,,0,,,0,54,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
55,1ps35t67,,0,0,16,,,,0,,,0,55,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
56,nvjigh6x,,0,0,16,,,,0,,,0,56,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
57,txequg1b,,0,0,16,,,,0,,,0,57,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
58,a2kg659t,,0,0,16,,,,0,,,0,58,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
59,lwysp5ft,,0,0,16,,,,0,,,0,59,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
60,a7diku5i,,0,0,16,,,,0,,,0,60,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,dys7tayj,,,,,,0
1,63u6bgu9,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
2,ko2aixue,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
3,mxcxujkk,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
4,xl61fhdv,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
5,0u3a8wzf,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
6,r9bd4fh6,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,s0ao5qdk,,,,,,1
1,63u6bgu9,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
2,ko2aixue,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
3,mxcxujkk,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
4,xl61fhdv,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
5,0u3a8wzf,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
6,r9bd4fh6,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,s0ao5qdk,,,,,,1
1,1gl5wr3j,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
2,jkgyy0kv,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
3,0l3lafpv,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
4,9wqmbgh5,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
5,xfwyxs8y,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
6,xg5hjphy,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,esi35qtb,,,,,,1
1,1gl5wr3j,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
2,jkgyy0kv,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
3,0l3lafpv,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
4,9wqmbgh5,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
5,xfwyxs8y,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
6,xg5hjphy,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,esi35qtb,,,,,,1
1,z6huqs6s,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 15:31:44.997712+00:00,1,,,0,1,treatment_1,1,22,3,1,7,5,3,2,2,2,2,2,2,6,6,5,6,4,1,0,0,0,1,0,0,0,3,0,0,0,,0,1,1,4qbdy8ci,,,,,,1
2,rwg14nie,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4qbdy8ci,,,,,,1
3,92ugpbpo,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4qbdy8ci,,,,,,1
4,35krckmc,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4qbdy8ci,,,,,,1
5,em7svw7j,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4qbdy8ci,,,,,,1
6,sgtmvism,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4qbdy8ci,,,,,,1
1,z6huqs6s,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 15:31:44.997712+00:00,1,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,:),0,1,2,4qbdy8ci,,,,,,1
2,rwg14nie,,0,0,16,,,,0,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4qbdy8ci,,,,,,1
3,92ugpbpo,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4qbdy8ci,,,,,,1
4,35krckmc,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4qbdy8ci,,,,,,1
5,em7svw7j,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4qbdy8ci,,,,,,1
6,sgtmvism,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4qbdy8ci,,,,,,1
1,tltuln58,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,ak03sz14,,,,,,1
2,kzkf4dma,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 16:23:37.061900+00:00,1,,,0,2,treatment_2,1,25,1,1,2,2,,,,,,,,,,,,,1,1,390,401,4,1,17,15,3,0,0,0,,0,1,1,ak03sz14,,,,,,1
3,ukutuo0u,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,ak03sz14,,,,,,1
4,oximmbsb,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,ak03sz14,,,,,,1
5,eg632a8i,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,ak03sz14,,,,,,1
6,9fbbgxwl,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,ak03sz14,,,,,,1
1,tltuln58,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,ak03sz14,,,,,,1
2,kzkf4dma,,0,16,16,inequality_research_survey,ExitPage,2019-12-03 16:23:37.061900+00:00,1,,,0,2,treatment_2,,,,,,,4,4,4,3,3,3,3,2,2,3,3,3,,,,,,,,,,,,,🔥,0,1,2,ak03sz14,,,,,,1
3,ukutuo0u,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,ak03sz14,,,,,,1
4,oximmbsb,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,ak03sz14,,,,,,1
5,eg632a8i,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,ak03sz14,,,,,,1
6,9fbbgxwl,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,ak03sz14,,,,,,1
1,l60ug1iq,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,xu6noatk,,,,,,1
2,9v1esrh5,,0,11,16,inequality_research_survey,Beliefs,2019-12-03 16:48:21.765775+00:00,1,,,0,2,treatment_2,1,36,1,1,1,1,,,,,,,,,,,,,2,1,403,390,2,1,36,33,3,1,5,5,,0,1,1,xu6noatk,,,,,,1
3,thjdra59,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,xu6noatk,,,,,,1
4,rnxxk2ee,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,xu6noatk,,,,,,1
5,fqogv29n,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,xu6noatk,,,,,,1
6,npvrwct3,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,xu6noatk,,,,,,1
1,l60ug1iq,,0,0,16,,,,0,,,0,1,treatment_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
2,9v1esrh5,,0,11,16,inequality_research_survey,Beliefs,2019-12-03 16:48:21.765775+00:00,1,,,0,2,treatment_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
3,thjdra59,,0,0,16,,,,0,,,0,3,treatment_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
4,rnxxk2ee,,0,0,16,,,,0,,,0,4,treatment_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
5,fqogv29n,,0,0,16,,,,0,,,0,5,treatment_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
6,npvrwct3,,0,0,16,,,,0,,,0,6,treatment_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,xu6noatk,,,,,,1
